"id","name","cost","converted_cost","type","text","stats","rarity"
187114,"Tibalt, Rakish Instigator","{2}{R}",3,"Legendary Planeswalker - Tibalt","Your opponents can't gain life.\n[−2]: Create a 1/1 red Devil creature token with ""When this creature dies, it deals 1 damage to any target.""","5","uncommon"
188305,"Challenger Troll","{4}{G}",5,"Creature - Troll","Each creature you control with power 4 or greater can't be blocked by more than one creature.","6/5","uncommon"
192640,"Lotus Field",,0,"Land","Hexproof\nLotus Field enters the battlefield tapped.\nWhen Lotus Field enters the battlefield, sacrifice two lands.\n{T}: Add three mana of any one color.",,"rare"
183392,"Goblin Gathering","{2}{R}",3,"Sorcery","Create a number of 1/1 red Goblin creature tokens equal to two plus the number of cards named Goblin Gathering in your graveyard.",,"common"
192690,"Moat Piranhas","{1}{U}",2,"Creature - Fish","Defender (This creature can't attack.)","3/3","common"
199110,"Clockwork Servant","{3}",3,"Artifact Creature - Gnome","Adamant - When Clockwork Servant enters the battlefield, if at least three mana of the same color was spent to cast it, draw a card.","2/3","uncommon"
188215,"Bloom Hulk","{3}{G}",4,"Creature - Plant Elemental","When Bloom Hulk enters the battlefield, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)","4/4","common"
188301,"Heartfire","{1}{R}",2,"Instant","As an additional cost to cast this spell, sacrifice a creature or planeswalker.\nHeartfire deals 4 damage to any target.",,"common"
187125,"Emergence Zone",,0,"Land","{T}: Add {C}.\n{1}, {T}, Sacrifice Emergence Zone: You may cast spells this turn as though they had flash.",,"uncommon"
192837,"Daybreak Chaplain","{1}{W}",2,"Creature - Human Cleric","Lifelink (Damage dealt by this creature also causes you to gain that much life.)","1/3","common"
187197,"Samut, Tyrant Smasher","{2}{R/G}{R/G}",4,"Legendary Planeswalker - Samut","Creatures you control have haste.\n[−1]: Target creature gets +2/+1 and gains haste until end of turn. Scry 1.","5","uncommon"
198889,"Bring Back","{G/W}{G/W}{G/W}{G/W}",4,"Sorcery - Adventure","Create two 1/1 white Human creature tokens. (Then exile this card. You may cast the creature later from exile.)",,"uncommon"
199428,"Fabled Passage",,0,"Land","{T}, Sacrifice Fabled Passage: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library. Then if you control four or more lands, untap that land.",,"rare"
183208,"Essence Capture","{U}{U}",2,"Instant","Counter target creature spell. Put a +1/+1 counter on up to one target creature you control.",,"uncommon"
189001,"Teyo, the Shieldmage","{2}{W}",3,"Legendary Planeswalker - Teyo","You have hexproof. (You can't be the target of spells or abilities your opponents control.)\n[−2]: Create a 0/3 white Wall creature token with defender.","5","uncommon"
176736,"Swiftblade Vindicator","{R}{W}",2,"Creature - Human Soldier","Double strike, vigilance, trample","1/1","rare"
188906,"Planewide Celebration","{5}{G}{G}",7,"Sorcery","Choose four. You may choose the same mode more than once.\n• Create a 2/2 Citizen creature token that's all colors.\n• Return target permanent card from your graveyard to your hand.\n• Proliferate.\n• You gain 4 life.",,"rare"
188160,"Pouncing Lynx","{1}{W}",2,"Creature - Cat","As long as it's your turn, Pouncing Lynx has first strike.","2/1","common"
192886,"Sorcerer of the Fang","{1}{B}",2,"Creature - Human Wizard","{5}{B}, {T}: Sorcerer of the Fang deals 2 damage to target opponent or planeswalker.","1/3","common"
188347,"Parhelion II","{6}{W}{W}",8,"Legendary Artifact - Vehicle","Flying, first strike, vigilance\nWhenever Parhelion II attacks, create two 4/4 white Angel creature tokens with flying and vigilance that are attacking.\nCrew 4 (Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.)","5/5","rare"
192685,"Blood for Bones","{3}{B}",4,"Sorcery","As an additional cost to cast this spell, sacrifice a creature.\nReturn a creature card from your graveyard to the battlefield, then return another creature card from your graveyard to your hand.",,"uncommon"
198988,"Treats to Share","{G}",2,"Sorcery - Adventure","Create a Food token. (Then exile this card. You may cast the creature later from exile. A Food token is an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,"common"
188392,"Chainwhip Cyclops","{4}{R}",5,"Creature - Cyclops Warrior","{3}{R}: Target creature can't block this turn.","4/4","common"
183226,"Threat","{2}{R}{G}",6,"Sorcery","Create a 4/4 red and green Beast creature token with trample.",,"rare"
192926,"Serra's Guardian","{4}{W}{W}",6,"Creature - Angel","Flying (This creature can't be blocked except by creatures with flying or reach.)\nVigilance (Attacking doesn't cause this creature to tap.)\nOther creatures you control have vigilance.","5/5","rare"
176815,"Haazda Marshal","{W}",1,"Creature - Human Soldier","Whenever Haazda Marshal and at least two other creatures attack, create a 1/1 white Soldier creature token with lifelink.","1/1","uncommon"
192519,"Dread Presence","{3}{B}",4,"Creature - Nightmare","Whenever a Swamp enters the battlefield under your control, choose one -\n• You draw a card and you lose 1 life.\n• Dread Presence deals 2 damage to any target and you gain 2 life.","3/3","rare"
199458,"Sage of the Falls","{4}{U}",5,"Creature - Merfolk Wizard","Whenever Sage of the Falls or another non-Human creature enters the battlefield under your control, you may draw a card. If you do, discard a card.","2/5","uncommon"
192691,"Vivien, Nature's Avenger","{4}{G}{G}",6,"Legendary Planeswalker - Vivien","[+1]: Put three +1/+1 counters on up to one target creature.\n[−1]: Reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest on the bottom of your library in a random order.\n[−6]: Target creature gets +10/+10 and gains trample until end of turn.","3","mythic"
192901,"Centaur Courser","{2}{G}",3,"Creature - Centaur Warrior",,"3/3","common"
188159,"War Screecher","{1}{W}",2,"Creature - Bird","Flying\n{5}{W}, {T}: Other creatures you control get +1/+1 until end of turn.","1/3","common"
188217,"Neoform","{G}{U}",2,"Sorcery","As an additional cost to cast this spell, sacrifice a creature.\nSearch your library for a creature card with converted mana cost equal to 1 plus the sacrificed creature's converted mana cost, put that card onto the battlefield with an additional +1/+1 counter on it, then shuffle your library.",,"uncommon"
199001,"Deafening Silence","{W}",1,"Enchantment","Each player can't cast more than one noncreature spell each turn.",,"uncommon"
188505,"Gideon, the Oathsworn","{4}{W}{W}",6,"Legendary Planeswalker - Gideon","Whenever you attack with two or more non-Gideon creatures, put a +1/+1 counter on each of those creatures.\n[+2]: Until end of turn, Gideon, the Oathsworn becomes a 5/5 white Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn. (He can't attack if he was cast this turn.)\n[−9]: Exile Gideon, the Oathsworn and each creature your opponents control.","4","mythic"
176420,"Goblin Cratermaker","{1}{R}",2,"Creature - Goblin Warrior","{1}, Sacrifice Goblin Cratermaker: Choose one -\n• Goblin Cratermaker deals 2 damage to target creature.\n• Destroy target colorless nonland permanent.","2/2","uncommon"
176872,"Demotion","{W}",1,"Enchantment - Aura","Enchant creature\nEnchanted creature can't block, and its activated abilities can't be activated.",,"uncommon"
192533,"Disenchant","{1}{W}",2,"Instant","Destroy target artifact or enchantment.",,"common"
192651,"Leafkin Druid","{1}{G}",2,"Creature - Elemental Druid","{T}: Add {G}. If you control four or more creatures, add {G}{G} instead.","0/3","common"
183440,"Territorial Boar","{1}{G}",2,"Creature - Boar","Whenever a creature with power 4 or greater enters the battlefield under your control, Territorial Boar gets +1/+1 and gains vigilance until end of turn.","2/2","common"
188468,"Spark Double","{3}{U}",4,"Creature - Illusion","You may have Spark Double enter the battlefield as a copy of a creature or planeswalker you control, except it enters with an additional +1/+1 counter on it if it's a creature, it enters with an additional loyalty counter on it if it's a planeswalker, and it isn't legendary if that permanent is legendary.","0/0","rare"
192694,"Mu Yanling, Celestial Wind","{4}{U}{U}",6,"Legendary Planeswalker - Yanling","[+1]: Until your next turn, up to one target creature gets -5/-0.\n[−3]: Return up to two target creatures to their owners' hands.\n[−7]: Creatures you control with flying get +5/+5 until end of turn.","5","mythic"
176681,"Ritual of Soot","{2}{B}{B}",4,"Sorcery","Destroy all creatures with converted mana cost 3 or less.",,"rare"
182961,"Depose","{1}{W/U}",6,"Instant","Tap target creature.\nDraw a card.",,"uncommon"
176855,"Drowned Secrets","{1}{U}",2,"Enchantment","Whenever you cast a blue spell, target player puts the top two cards of their library into their graveyard.",,"rare"
199560,"Rampart Smasher","{R/G}{R/G}{R/G}{R/G}",4,"Creature - Giant","Rampart Smasher can't be blocked by Knights or Walls.","5/5","uncommon"
176868,"Leapfrog","{2}{U}",3,"Creature - Frog","Leapfrog has flying as long as you've cast an instant or sorcery spell this turn.","3/1","common"
192907,"Greenwood Sentinel","{1}{G}",2,"Creature - Elf Scout","Vigilance (Attacking doesn't cause this creature to tap.)","2/2","common"
187232,"Grim Initiate","{R}",1,"Creature - Zombie Warrior","First strike\nWhen Grim Initiate dies, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)","1/1","common"
192594,"Moldervine Reclamation","{3}{B}{G}",5,"Enchantment","Whenever a creature you control dies, you gain 1 life and draw a card.",,"uncommon"
192897,"Zephyr Charge","{1}{U}",2,"Enchantment","{1}{U}: Target creature gains flying until end of turn.",,"common"
188415,"Nissa, Who Shakes the World","{3}{G}{G}",5,"Legendary Planeswalker - Nissa","Whenever you tap a Forest for mana, add an additional {G}.\n[+1]: Put three +1/+1 counters on up to one target noncreature land you control. Untap it. It becomes a 0/0 Elemental creature with vigilance and haste that's still a land.\n[−8]: You get an emblem with ""Lands you control have indestructible."" Search your library for any number of Forest cards, put them onto the battlefield tapped, then shuffle your library.","5","rare"
187253,"Nahiri's Stoneblades","{1}{R}",2,"Instant","Up to two target creatures each get +2/+0 until end of turn.",,"common"
175593,"Sunhome Stalwart","{1}{W}",2,"Creature - Human Soldier","First strike\nMentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)","2/2","uncommon"
192546,"Goblin Ringleader","{3}{R}",4,"Creature - Goblin","Haste (This creature can attack and {T} as soon as it comes under your control.)\nWhen Goblin Ringleader enters the battlefield, reveal the top four cards of your library. Put all Goblin cards revealed this way into your hand and the rest on the bottom of your library in any order.","2/2","uncommon"
199424,"Vantress Paladin","{3}{U}",4,"Creature - Human Knight","Flying\nAdamant - If at least three blue mana was spent to cast this spell, Vantress Paladin enters the battlefield with a +1/+1 counter on it.","2/2","common"
192540,"Risen Reef","{1}{G}{U}",3,"Creature - Elemental","Whenever Risen Reef or another Elemental enters the battlefield under your control, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. If you don't put the card onto the battlefield, put it into your hand.","1/1","uncommon"
199253,"Tuinvale Treefolk","{5}{G}",6,"Creature - Treefolk Druid",,"6/5","common"
183210,"Fireblade Artist","{B}{R}",2,"Creature - Human Shaman","Haste\nAt the beginning of your upkeep, you may sacrifice a creature. When you do, Fireblade Artist deals 2 damage to target opponent or planeswalker.","2/2","uncommon"
176624,"Never Happened","{2}{B}",3,"Sorcery","Target opponent reveals their hand. You choose a nonland card from that player's graveyard or hand and exile it.",,"common"
188508,"Toll of the Invasion","{2}{B}",3,"Sorcery","Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.\nAmass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,"common"
198985,"Witch's Vengeance","{1}{B}{B}",3,"Sorcery","Creatures of the creature type of your choice get -3/-3 until end of turn.",,"rare"
176920,"Dead Weight","{B}",1,"Enchantment - Aura","Enchant creature\nEnchanted creature gets -2/-2.",,"common"
183335,"Cavalcade of Calamity","{1}{R}",2,"Enchantment","Whenever a creature you control with power 1 or less attacks, Cavalcade of Calamity deals 1 damage to the player or planeswalker that creature is attacking.",,"uncommon"
198945,"Gadwick, the Wizened","{X}{U}{U}{U}",3,"Legendary Creature - Human Wizard","When Gadwick, the Wizened enters the battlefield, draw X cards.\nWhenever you cast a blue spell, tap target nonland permanent an opponent controls.","3/3","rare"
199505,"Youthful Knight","{1}{W}",2,"Creature - Human Knight","First strike","2/1","common"
176862,"Join Shields","{3}{G}{W}",5,"Instant","Untap all creatures you control. They gain hexproof and indestructible until end of turn. (They can't be the targets of spells or abilities your opponents control. Damage and effects that say ""destroy"" don't destroy them.)",,"uncommon"
192590,"Yarok, the Desecrated","{2}{B}{G}{U}",5,"Legendary Creature - Elemental Horror","Deathtouch, lifelink\nIf a permanent entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.","3/5","mythic"
187222,"Kiora's Dambreaker","{5}{U}",6,"Creature - Leviathan","When Kiora's Dambreaker enters the battlefield, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)","5/6","common"
198441,"Thorn Mammoth","{5}{G}{G}",7,"Creature - Elephant","Trample\nWhenever Thorn Mammoth or another creature enters the battlefield under your control, Thorn Mammoth fights up to one target creature you don't control.","6/6","rare"
175204,"Underrealm Lich","{3}{B}{G}",5,"Creature - Zombie Elf Shaman","If you would draw a card, instead look at the top three cards of your library, then put one into your hand and the rest into your graveyard.\nPay 4 life: Underrealm Lich gains indestructible until end of turn. Tap it.","4/3","mythic"
188890,"Prismite","{2}",2,"Artifact Creature - Golem","{2}: Add one mana of any color.","2/1","common"
198882,"The Royal Scions","{1}{U}{R}",3,"Legendary Planeswalker - Will Rowan","[+1]: Draw a card, then discard a card.\n[+1]: Target creature gets +2/+0 and gains first strike and trample until end of turn.\n[−8]: Draw four cards. When you do, The Royal Scions deals damage to any target equal to the number of cards in your hand.","5","mythic"
176679,"Venerated Loxodon","{4}{W}",5,"Creature - Elephant Cleric","Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of the creature's color.)\nWhen Venerated Loxodon enters the battlefield, put a +1/+1 counter on each creature that convoked it.","4/4","rare"
175198,"Radical Idea","{1}{U}",2,"Instant","Draw a card.\nJump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",,"common"
175591,"Chromatic Lantern","{3}",3,"Artifact","Lands you control have ""{T}: Add one mana of any color.""\n{T}: Add one mana of any color.",,"rare"
183351,"Bring to Trial","{2}{W}",3,"Sorcery","Exile target creature with power 4 or greater.",,"common"
192695,"Ajani, Inspiring Leader","{4}{W}{W}",6,"Legendary Planeswalker - Ajani","[+2]: You gain 2 life. Put two +1/+1 counters on up to one target creature.\n[−3]: Exile target creature. Its controller gains 2 life.\n[−10]: Creatures you control gain flying and double strike until end of turn.","5","mythic"
198753,"Brimstone Trebuchet","{2}{R}",3,"Artifact Creature - Wall","Defender, reach\n{T}: Brimstone Trebuchet deals 1 damage to each opponent.\nWhenever a Knight enters the battlefield under your control, untap Brimstone Trebuchet.","1/3","common"
187126,"Ajani, the Greathearted","{2}{G}{W}",4,"Legendary Planeswalker - Ajani","Creatures you control have vigilance.\n[+1]: You gain 3 life.\n[−2]: Put a +1/+1 counter on each creature you control and a loyalty counter on each other planeswalker you control.","5","rare"
188488,"God-Eternal Bontu","{3}{B}{B}",5,"Legendary Creature - Zombie God","Menace\nWhen God-Eternal Bontu enters the battlefield, sacrifice any number of other permanents, then draw that many cards.\nWhen God-Eternal Bontu dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.","5/6","mythic"
198719,"Rowan, Fearless Sparkmage","{3}{R}{R}",5,"Legendary Planeswalker - Rowan","[+1]: Up to one target creature gets +3/+0 and gains first strike until end of turn.\n[−2]: Rowan, Fearless Sparkmage deals 1 damage to each of up to two target creatures. Those creatures can't block this turn.\n[−9]: Gain control of all creatures until end of turn. Untap them. They gain haste until end of turn.","5","mythic"
187120,"Invade the City","{1}{U}{R}",3,"Sorcery","Amass X, where X is the number of instant and sorcery cards in your graveyard. (Put X +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,"uncommon"
198864,"Garenbrig Paladin","{4}{G}",5,"Creature - Giant Knight","Adamant - If at least three green mana was spent to cast this spell, Garenbrig Paladin enters the battlefield with a +1/+1 counter on it.\nGarenbrig Paladin can't be blocked by creatures with power 2 or less.","4/4","common"
188170,"Rescuer Sphinx","{2}{U}{U}",4,"Creature - Sphinx","Flying\nAs Rescuer Sphinx enters the battlefield, you may return a nonland permanent you control to its owner's hand. If you do, Rescuer Sphinx enters the battlefield with a +1/+1 counter on it.","3/2","uncommon"
183401,"Scorchmark","{1}{R}",2,"Instant","Scorchmark deals 2 damage to target creature. If that creature would die this turn, exile it instead.",,"common"
198500,"Garruk, Cursed Huntsman","{4}{B}{G}",6,"Legendary Planeswalker - Garruk","[0]: Create two 2/2 black and green Wolf creature tokens with ""When this creature dies, put a loyalty counter on each Garruk you control.""\n[−3]: Destroy target creature. Draw a card.\n[−6]: You get an emblem with ""Creatures you control get +3/+3 and have trample.""","5","mythic"
199502,"Rimrock Knight","{1}{R}",2,"Creature - Dwarf Knight","Rimrock Knight can't block.","3/1","common"
188348,"Chandra, Fire Artisan","{2}{R}{R}",4,"Legendary Planeswalker - Chandra","Whenever one or more loyalty counters are removed from Chandra, Fire Artisan, she deals that much damage to target opponent or planeswalker.\n[+1]: Exile the top card of your library. You may play it this turn.\n[−7]: Exile the top seven cards of your library. You may play them this turn.","4","rare"
188119,"Krenko, Tin Street Kingpin","{2}{R}",3,"Legendary Creature - Goblin","Whenever Krenko, Tin Street Kingpin attacks, put a +1/+1 counter on it, then create a number of 1/1 red Goblin creature tokens equal to Krenko's power.","1/2","rare"
198997,"Ardenvale Tactician","{1}{W}{W}",3,"Creature - Human Knight","Flying","2/3","common"
192865,"Soulmender","{W}",1,"Creature - Human Cleric","{T}: You gain 1 life.","1/1","common"
182822,"Azorius Guildgate",,0,"Land - Gate","Azorius Guildgate enters the battlefield tapped.\n{T}: Add {W} or {U}.",,"common"
176864,"Capture Sphere","{3}{U}",4,"Enchantment - Aura","Flash\nEnchant creature\nWhen Capture Sphere enters the battlefield, tap enchanted creature.\nEnchanted creature doesn't untap during its controller's untap step.",,"common"
198389,"Witching Well","{U}",1,"Artifact","When Witching Well enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)\n{3}{U}, Sacrifice Witching Well: Draw two cards.",,"common"
176564,"Nightveil Predator","{U}{U}{B}{B}",4,"Creature - Vampire","Flying, deathtouch\nHexproof (This creature can't be the target of spells or abilities your opponents control.)","3/3","uncommon"
176422,"Ionize","{1}{U}{R}",3,"Instant","Counter target spell. Ionize deals 2 damage to that spell's controller.",,"rare"
183417,"Consign to the Pit","{5}{B}",6,"Sorcery","Destroy target creature. Consign to the Pit deals 2 damage to that creature's controller.",,"common"
187182,"Paradise Druid","{1}{G}",2,"Creature - Elf Druid","Paradise Druid has hexproof as long as it's untapped.(It can't be the target of spells or abilities your opponents control.)\n{T}: Add one mana of any color.","2/1","uncommon"
188873,"New Horizons","{2}{G}",3,"Enchantment - Aura","Enchant land\nWhen New Horizons enters the battlefield, put a +1/+1 counter on target creature you control.\nEnchanted land has ""{T}: Add two mana of any one color.""",,"common"
176678,"Affectionate Indrik","{5}{G}",6,"Creature - Beast","When Affectionate Indrik enters the battlefield, you may have it fight target creature you don't control. (Each deals damage equal to its power to the other.)","4/4","uncommon"
199211,"Silverflame Squire","{1}{W}",2,"Creature - Human Soldier",,"2/1","common"
175205,"Watery Grave",,0,"Land - Island Swamp","({T}: Add {U} or {B}.)\nAs Watery Grave enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",,"rare"
188701,"Finale of Devastation","{X}{G}{G}",2,"Sorcery","Search your library and/or graveyard for a creature card with converted mana cost X or less and put it onto the battlefield. If you search your library this way, shuffle it. If X is 10 or more, creatures you control get +X/+X and gain haste until end of turn.",,"mythic"
192927,"Natural End","{2}{G}",3,"Instant","Destroy target artifact or enchantment. You gain 3 life.",,"common"
189027,"Teferi, Time Raveler","{1}{W}{U}",3,"Legendary Planeswalker - Teferi","Each opponent can cast spells only any time they could cast a sorcery.\n[+1]: Until your next turn, you may cast sorcery spells as though they had flash.\n[−3]: Return up to one target artifact, creature, or enchantment to its owner's hand. Draw a card.","4","rare"
176441,"Disdainful Stroke","{1}{U}",2,"Instant","Counter target spell with converted mana cost 4 or greater.",,"common"
183190,"Warrant","{W/U}{W/U}",7,"Instant","Put target attacking or blocking creature on top of its owner's library.",,"rare"
192670,"Mask of Immolation","{1}{R}",2,"Artifact - Equipment","When Mask of Immolation enters the battlefield, create a 1/1 red Elemental creature token, then attach Mask of Immolation to it.\nEquipped creature has ""Sacrifice this creature: It deals 1 damage to any target.""\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,"uncommon"
188503,"Gideon's Battle Cry","{2}{W}{W}",4,"Sorcery","Put a +1/+1 counter on each creature you control. You may search your library and/or graveyard for a card named Gideon, the Oathsworn, reveal it, and put it into your hand. If you search your library this way, shuffle it.",,"rare"
176774,"Justice Strike","{R}{W}",2,"Instant","Target creature deals damage to itself equal to its power.",,"uncommon"
199410,"Rosethorn Halberd","{G}",1,"Artifact - Equipment","When Rosethorn Halberd enters the battlefield, attach it to target non-Human creature you control.\nEquipped creature gets +2/+1.\nEquip {5} ({5}: Attach to target creature you control. Equip only as a sorcery.)",,"common"
192568,"Pulse of Murasa","{2}{G}",3,"Instant","Return target creature or land card from a graveyard to its owner's hand. You gain 6 life.",,"uncommon"
183336,"Repudiate","{G/U}{G/U}",5,"Instant","Counter target activated or triggered ability. (Mana abilities can't be targeted.)",,"rare"
183310,"Persistent Petitioners","{1}{U}",2,"Creature - Human Advisor","{1}, {T}: Target player puts the top card of their library into their graveyard.\nTap four untapped Advisors you control: Target player puts the top twelve cards of their library into their graveyard.\nA deck can have any number of cards named Persistent Petitioners.","1/3","common"
182962,"Growth-Chamber Guardian","{1}{G}",2,"Creature - Elf Crab Warrior","{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)\nWhenever one or more +1/+1 counters are put on Growth-Chamber Guardian, you may search your library for a card named Growth-Chamber Guardian, reveal it, put it into your hand, then shuffle your library.","2/2","rare"
198879,"Seven Dwarves","{1}{R}",2,"Creature - Dwarf","Seven Dwarves gets +1/+1 for each other creature named Seven Dwarves you control.\nA deck can have up to seven cards named Seven Dwarves.","2/2","common"
176831,"Crackling Drake","{U}{U}{R}{R}",4,"Creature - Drake","Flying\nCrackling Drake's power is equal to the total number of instant and sorcery cards you own in exile and in your graveyard.\nWhen Crackling Drake enters the battlefield, draw a card.","*/4","uncommon"
192514,"Cavalier of Flame","{2}{R}{R}{R}",5,"Creature - Elemental Knight","{1}{R}: Creatures you control get +1/+0 and gain haste until end of turn.\nWhen Cavalier of Flame enters the battlefield, discard any number of cards, then draw that many cards.\nWhen Cavalier of Flame dies, it deals X damage to each opponent and each planeswalker they control, where X is the number of land cards in your graveyard.","6/5","mythic"
192903,"Feral Invocation","{2}{G}",3,"Enchantment - Aura","Flash (You may cast this spell any time you could cast an instant.)\nEnchant creature\nEnchanted creature gets +2/+2.",,"common"
198810,"Roving Keep","{7}",7,"Artifact Creature - Wall","Defender\n{7}: Roving Keep gets +2/+0 and gains trample until end of turn. It can attack this turn as though it didn't have defender.","5/7","common"
192686,"Cloudkin Seer","{2}{U}",3,"Creature - Elemental Wizard","Flying\nWhen Cloudkin Seer enters the battlefield, draw a card.","2/1","common"
199232,"Stomp","{1}{R}",3,"Instant - Adventure","Damage can't be prevented this turn. Stomp deals 2 damage to any target.",,"rare"
199411,"Foreboding Fruit","{2}{B}",3,"Sorcery","Target player draws two cards and loses 2 life.\nAdamant - If at least three black mana was spent to cast this spell, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,"common"
192984,"Volcanic Dragon","{4}{R}{R}",6,"Creature - Dragon","Flying (This creature can't be blocked except by creatures with flying or reach.)\nHaste (This creature can attack and {T} as soon as it comes under your control.)","4/4","uncommon"
188507,"God-Eternal Kefnet","{2}{U}{U}",4,"Legendary Creature - Zombie God","Flying\nYou may reveal the first card you draw each turn as you draw it. Whenever you reveal an instant or sorcery card this way, copy that card and you may cast the copy. That copy costs {2} less to cast.\nWhen God-Eternal Kefnet dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.","4/5","mythic"
192925,"Might of the Masses","{G}",1,"Instant","Target creature gets +1/+1 until end of turn for each creature you control.",,"uncommon"
188632,"The Elderspell","{B}{B}",2,"Sorcery","Destroy any number of target planeswalkers. Choose a planeswalker you control. Put two loyalty counters on it for each planeswalker destroyed this way.",,"rare"
182827,"Orzhov Guildgate",,0,"Land - Gate","Orzhov Guildgate enters the battlefield tapped.\n{T}: Add {W} or {B}.",,"common"
188487,"Enter the God-Eternals","{2}{U}{U}{B}",5,"Sorcery","Enter the God-Eternals deals 4 damage to target creature and you gain life equal to the damage dealt this way. Target player puts the top four cards of their library into their graveyard. Amass 4. (Put four +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,"rare"
198777,"Robber of the Rich","{1}{R}",2,"Creature - Human Archer Rogue","Reach, haste\nWhenever Robber of the Rich attacks, if defending player has more cards in hand than you, exile the top card of their library. During any turn you attacked with a Rogue, you may cast that card and you may spend mana as though it were mana of any color to cast that spell.","2/2","mythic"
183423,"Rampaging Rendhorn","{4}{G}",5,"Creature - Beast","Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)","4/4","common"
199417,"Mystic Sanctuary",,0,"Land - Island","({T}: Add {U}.)\nMystic Sanctuary enters the battlefield tapped unless you control three or more other Islands.\nWhen Mystic Sanctuary enters the battlefield untapped, you may put target instant or sorcery card from your graveyard on top of your library.",,"common"
176865,"Ledev Champion","{1}{G}{W}",3,"Creature - Elf Knight","Whenever Ledev Champion attacks, you may tap any number of untapped creatures you control. Ledev Champion gets +1/+1 until end of turn for each creature tapped this way.\n{3}{G}{W}: Create a 1/1 white Soldier creature token with lifelink.","2/2","uncommon"
192557,"Hanged Executioner","{2}{W}",3,"Creature - Spirit","Flying\nWhen Hanged Executioner enters the battlefield, create a 1/1 white Spirit creature token with flying.\n{3}{W}, Exile Hanged Executioner: Exile target creature.","1/1","rare"
183309,"Dovin, Architect of Law","{4}{W}{U}",6,"Legendary Planeswalker - Dovin","[+1]: You gain 2 life and draw a card.\n[−1]: Tap target creature. It doesn't untap during its controller's next untap step.\n[−9]: Tap all permanents target opponent controls. That player skips their next untap step.","5","mythic"
188850,"Charity Extractor","{3}{B}",4,"Creature - Human Knight","Lifelink","1/5","common"
176704,"Truefire Captain","{R}{R}{W}{W}",4,"Creature - Human Knight","Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)\nWhenever Truefire Captain is dealt damage, it deals that much damage to target player.","4/3","uncommon"
176896,"Take Heart","{W}",1,"Instant","Target creature gets +2/+2 until end of turn. You gain 1 life for each attacking creature you control.",,"common"
187188,"Liliana's Triumph","{1}{B}",2,"Instant","Each opponent sacrifices a creature. If you control a Liliana planeswalker, each opponent also discards a card.",,"uncommon"
183431,"Rakdos Trumpeter","{1}{B}",2,"Creature - Human Shaman","Menace (This creature can't be blocked except by two or more creatures.)\n{3}{R}: Rakdos Trumpeter gets +2/+0 until end of turn.","1/3","common"
192872,"Frilled Sea Serpent","{4}{U}{U}",6,"Creature - Serpent","{5}{U}{U}: Frilled Sea Serpent can't be blocked this turn.","4/6","common"
176907,"Pelt Collector","{G}",1,"Creature - Elf Warrior","Whenever another creature you control enters the battlefield or dies, if that creature's power is greater than Pelt Collector's, put a +1/+1 counter on Pelt Collector.\nAs long as Pelt Collector has three or more +1/+1 counters on it, it has trample.","1/1","rare"
187246,"God-Pharaoh's Statue","{6}",6,"Legendary Artifact","Spells your opponents cast cost {2} more to cast.\nAt the beginning of your end step, each opponent loses 1 life.",,"uncommon"
188196,"Devouring Hellion","{2}{R}",3,"Creature - Hellion","As Devouring Hellion enters the battlefield, you may sacrifice any number of creatures and/or planeswalkers. If you do, it enters with twice that many +1/+1 counters on it.","2/2","uncommon"
